BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,FederalTIN,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco,Age,IndividualRate,IndividualTobaccoRate,Couple,PrimarySubscriberAndOneDependent,PrimarySubscriberAndTwoDependents,PrimarySubscriberAndThreeOrMoreDependents,CoupleAndOneDependent,CoupleAndTwoDependents,CoupleAndThreeOrMoreDependents,RowNumber
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,0-20,163.91,163.91,,,,,,,,14
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,21,258.12,271.02,,,,,,,,15
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,22,258.12,271.02,,,,,,,,16
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,23,258.12,271.02,,,,,,,,17
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,24,258.12,271.02,,,,,,,,18
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,25,259.15,285.07,,,,,,,,19
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,26,264.31,290.74,,,,,,,,20
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,27,270.51,297.56,,,,,,,,21
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,28,280.58,308.63,,,,,,,,22
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,29,288.84,317.72,,,,,,,,23
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,30,292.97,336.91,,,,,,,,24
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,31,299.16,344.04,,,,,,,,25
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,32,305.36,351.16,,,,,,,,26
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,33,309.23,355.61,,,,,,,,27
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,34,313.36,360.36,,,,,,,,28
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,35,315.42,378.5,,,,,,,,29
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,36,317.49,380.98,,,,,,,,30
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,37,319.55,383.46,,,,,,,,31
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,38,321.62,385.94,,,,,,,,32
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,39,325.75,390.89,,,,,,,,33
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,40,329.88,412.35,,,,,,,,34
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,41,336.07,420.09,,,,,,,,35
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,42,342.01,427.51,,,,,,,,36
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,43,350.27,437.84,,,,,,,,37
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,44,360.59,450.74,,,,,,,,38
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,45,372.73,484.53,,,,,,,,39
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,46,387.18,503.33,,,,,,,,40
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,47,403.44,524.46,,,,,,,,41
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,48,422.03,548.62,,,,,,,,42
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,49,440.35,572.45,,,,,,,,43
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,50,461,645.41,,,,,,,,44
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,51,481.39,673.96,,,,,,,,45
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,52,503.85,705.39,,,,,,,,46
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,53,526.56,737.19,,,,,,,,47
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,54,551.09,771.52,,,,,,,,48
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,55,575.61,857.66,,,,,,,,49
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,56,602.19,897.27,,,,,,,,50
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,57,629.04,937.27,,,,,,,,51
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,58,657.69,979.96,,,,,,,,52
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,59,671.89,1001.11,,,,,,,,53
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,60,700.54,1043.8,,,,,,,,54
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,61,725.32,1080.73,,,,,,,,55
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,62,741.58,1104.96,,,,,,,,56
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,63,761.97,1135.34,,,,,,,,57
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,64,774.36,1153.8,,,,,,,,58
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 1,Tobacco User/Non-Tobacco User,65 and over,774.36,1153.8,,,,,,,,59
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,0-20,188.89,188.89,,,,,,,,60
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,21,297.46,312.34,,,,,,,,61
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,22,297.46,312.34,,,,,,,,62
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,23,297.46,312.34,,,,,,,,63
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,24,297.46,312.34,,,,,,,,64
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,25,298.65,328.52,,,,,,,,65
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,26,304.6,335.06,,,,,,,,66
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,27,311.74,342.92,,,,,,,,67
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,28,323.34,355.68,,,,,,,,68
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,29,332.86,366.15,,,,,,,,69
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,30,337.62,388.26,,,,,,,,70
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,31,344.76,396.47,,,,,,,,71
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,32,351.9,404.68,,,,,,,,72
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,33,356.36,409.81,,,,,,,,73
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,34,361.12,415.29,,,,,,,,74
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,35,363.5,436.21,,,,,,,,75
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,36,365.88,439.06,,,,,,,,76
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,37,368.26,441.92,,,,,,,,77
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,38,370.64,444.77,,,,,,,,78
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,39,375.39,450.48,,,,,,,,79
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,40,380.15,475.2,,,,,,,,80
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,41,387.29,484.12,,,,,,,,81
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,42,394.13,492.67,,,,,,,,82
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,43,403.65,504.57,,,,,,,,83
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,44,415.55,519.45,,,,,,,,84
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,45,429.53,558.39,,,,,,,,85
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,46,446.19,580.05,,,,,,,,86
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,47,464.93,604.41,,,,,,,,87
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,48,486.35,632.25,,,,,,,,88
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,49,507.47,659.71,,,,,,,,89
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,50,531.26,743.78,,,,,,,,90
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,51,554.76,776.68,,,,,,,,91
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,52,580.64,812.91,,,,,,,,92
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,53,606.82,849.56,,,,,,,,93
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,54,635.08,889.12,,,,,,,,94
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,55,663.34,988.38,,,,,,,,95
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,56,693.97,1034.03,,,,,,,,96
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,57,724.91,1080.13,,,,,,,,97
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,58,757.93,1129.32,,,,,,,,98
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,59,774.29,1153.7,,,,,,,,99
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,60,807.31,1202.9,,,,,,,,100
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,61,835.86,1245.45,,,,,,,,101
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,62,854.6,1273.37,,,,,,,,102
2016,NV,60156,OPM,5,1/26/16 09:59,60156,84-1017384,1/1/16,12/31/16,60156NV0390003,Rating Area 2,Tobacco User/Non-Tobacco User,63,878.1,1308.39,,,,,,,,103
